96, 0, 41
97, 0, 10
98, 0, 10
89, 0, 6
90, 0, 13
91, 0, 14
92, 0, 18
93, 0, 18
94, 0, 24
95, 0, 38
89, 1, 3
90, 1, 3
91, 1, 8
92, 1, 9
93, 1, 8
89, 2, 3
90, 2, 6
91, 2, 8
92, 2, 7
90, 3, 6
3, 0, 4
4, 0, 4
5, 0, 1
19, 0, 2
20, 0, 4
3, 1, 2
4, 1, 2
3, 2, 1
4, 2, 2
3, 3, 1
4, 3, 2
96, 1, 12
93, 2, 9
94, 2, 11
95, 2, 20
96, 2, 7
89, 3, 2
91, 3, 5
93, 3, 7
94, 3, 8
95, 3, 18
96, 3, 6
89, 4, 4
90, 4, 7
91, 4, 9
92, 4, 8
93, 4, 11
94, 4, 10
95, 4, 12
89, 5, 2
90, 5, 5
92, 5, 9
93, 5, 15
94, 5, 8
89, 6, 2
90, 6, 8
91, 6, 7
92, 6, 9
93, 6, 8
94, 6, 5
90, 7, 8
91, 7, 7
92, 7, 7
93, 7, 9
90, 8, 14
91, 8, 12
92, 8, 13
93, 8, 10
94, 8, 4
90, 9, 8
91, 9, 8
92, 9, 7
93, 9, 6
90, 10, 8
91, 10, 8
92, 10, 6
93, 10, 5
94, 10, 3
90, 11, 6
91, 11, 8
92, 11, 9
93, 11, 9
90, 12, 7
91, 12, 6
92, 12, 6
93, 12, 5
91, 13, 5
92, 13, 5
93, 13, 7
89, 13, 2
90, 13, 5
90, 14, 2
91, 14, 2
90, 15, 4
91, 15, 2
92, 15, 2
93, 15, 6
89, 16, 2
90, 16, 2
90, 17, 4
91, 17, 3
92, 17, 3
93, 17, 4
90, 18, 2
91, 18, 3
95, 1, 21
92, 3, 4
91, 5, 7
94, 1, 6
95, 5, 3
94, 7, 2
94, 9, 2
98, 2, 2
96, 5, 2
92, 16, 1
92, 18, 1
91, 19, 1
93, 19, 2
92, 20, 2
93, 20, 1
91, 21, 2
93, 21, 1
92, 21, 1
98, 14, 1
98, 15, 1
97, 1, 1
97, 2, 1
98, 3, 2
99, 3, 1
96, 4, 1
99, 4, 1
97, 5, 1
98, 5, 2
95, 6, 1
99, 6, 1
95, 7, 1
96, 7, 1
97, 7, 1
98, 7, 2
96, 8, 1
97, 8, 1
95, 9, 1
97, 9, 1
98, 9, 1
96, 10, 2
97, 10, 1
95, 12, 1
96, 12, 1
96, 14, 1
81, 0, 3
82, 0, 2
83, 0, 5
84, 0, 6
85, 0, 6
80, 0, 1
81, 1, 1
82, 1, 2
83, 1, 3
84, 1, 3
85, 1, 3
80, 2, 4
81, 2, 2
82, 2, 4
83, 2, 5
84, 2, 6
85, 2, 6
86, 2, 1
80, 3, 1
82, 3, 1
83, 3, 2
84, 3, 3
85, 3, 3
86, 3, 1
81, 4, 2
82, 4, 3
83, 4, 5
84, 4, 6
85, 4, 6
86, 4, 1
80, 4, 3
80, 5, 3
81, 5, 3
82, 5, 3
83, 5, 3
84, 5, 3
85, 5, 3
86, 5, 1
80, 6, 6
81, 6, 6
82, 6, 6
83, 6, 6
84, 6, 6
85, 6, 6
86, 6, 2
80, 7, 3
81, 7, 3
82, 7, 3
83, 7, 3
84, 7, 3
85, 7, 3
86, 7, 1
80, 8, 6
81, 8, 6
82, 8, 6
83, 8, 6
84, 8, 6
85, 8, 6
86, 8, 1
80, 9, 3
81, 9, 3
82, 9, 3
83, 9, 3
84, 9, 3
85, 9, 3
80, 10, 3
81, 10, 3
82, 10, 3
83, 10, 3
84, 10, 3
85, 10, 3
86, 10, 1
80, 11, 6
81, 11, 6
82, 11, 6
83, 11, 4
84, 11, 2
85, 11, 3
86, 11, 1
80, 12, 3
81, 12, 3
82, 12, 3
83, 12, 1
84, 12, 2
80, 13, 6
81, 13, 6
82, 13, 6
83, 13, 3
84, 13, 2
80, 14, 3
81, 14, 3
82, 14, 3
83, 14, 2
84, 14, 2
80, 15, 6
81, 15, 6
82, 15, 6
83, 15, 3
84, 15, 1
80, 16, 3
81, 16, 1
82, 16, 2
83, 16, 2
80, 17, 5
81, 17, 2
82, 17, 3
83, 17, 3
80, 18, 3
81, 18, 1
82, 18, 1
83, 18, 1
80, 19, 2
81, 19, 1
83, 19, 1
80, 20, 6
81, 20, 3
82, 20, 2
80, 21, 2
81, 21, 2
80, 22, 2
81, 22, 1
