47, 48, 6
48, 48, 15
46, 49, 4
47, 49, 6
48, 49, 15
49, 49, 12
46, 50, 10
47, 50, 11
48, 50, 16
49, 50, 20
45, 51, 4
46, 51, 6
47, 51, 8
48, 51, 10
49, 51, 18
45, 52, 7
46, 52, 9
47, 52, 12
48, 52, 20
49, 52, 25
59, 52, 5
60, 52, 5
61, 52, 6
45, 53, 9
46, 53, 11
47, 53, 12
48, 53, 19
49, 53, 20
59, 53, 9
60, 53, 8
61, 53, 12
62, 53, 6
58, 53, 7
45, 54, 7
46, 54, 7
47, 54, 10
48, 54, 21
49, 54, 26
58, 54, 7
59, 54, 7
60, 54, 6
61, 54, 6
62, 54, 4
44, 55, 5
45, 55, 8
46, 55, 8
47, 55, 8
48, 55, 17
49, 55, 31
58, 55, 11
59, 55, 6
60, 55, 6
61, 55, 6
62, 55, 4
44, 56, 8
45, 56, 11
46, 56, 9
47, 56, 13
48, 56, 23
58, 56, 8
59, 56, 5
60, 56, 4
61, 56, 6
62, 56, 4
63, 56, 2
44, 57, 15
45, 57, 11
46, 57, 11
47, 57, 12
48, 57, 21
58, 57, 12
59, 57, 9
60, 57, 8
61, 57, 12
62, 57, 8
63, 57, 6
43, 58, 12
44, 58, 15
45, 58, 14
46, 58, 11
47, 58, 11
48, 58, 24
58, 58, 14
59, 58, 10
60, 58, 11
61, 58, 10
62, 58, 4
63, 58, 4
43, 59, 11
44, 59, 12
45, 59, 15
46, 59, 12
47, 59, 14
58, 59, 12
59, 59, 9
60, 59, 9
61, 59, 8
62, 59, 4
63, 59, 4
64, 59, 2
43, 60, 15
44, 60, 27
45, 60, 29
46, 60, 25
47, 60, 23
58, 60, 23
59, 60, 19
60, 60, 16
61, 60, 23
62, 60, 9
63, 60, 8
64, 60, 10
42, 60, 8
65, 60, 2
42, 61, 5
43, 61, 10
44, 61, 15
45, 61, 16
46, 61, 13
47, 61, 12
58, 61, 17
59, 61, 11
60, 61, 10
61, 61, 10
64, 61, 4
65, 61, 4
42, 62, 11
43, 62, 14
44, 62, 17
45, 62, 18
46, 62, 16
59, 62, 16
60, 62, 14
61, 62, 10
64, 62, 3
65, 62, 4
66, 62, 2
42, 63, 7
43, 63, 14
44, 63, 13
45, 63, 14
46, 63, 15
59, 63, 13
60, 63, 9
61, 63, 12
62, 63, 4
64, 63, 3
65, 63, 4
66, 63, 4
41, 64, 10
42, 64, 14
44, 64, 17
45, 64, 23
46, 64, 28
59, 64, 15
60, 64, 19
61, 64, 16
62, 64, 5
65, 64, 6
66, 64, 12
67, 64, 2
41, 65, 12
42, 65, 13
44, 65, 18
45, 65, 27
46, 65, 24
60, 65, 22
61, 65, 15
62, 65, 7
66, 65, 6
67, 65, 4
68, 65, 2
40, 66, 11
41, 66, 12
44, 66, 14
45, 66, 22
46, 66, 32
60, 66, 13
61, 66, 14
62, 66, 7
66, 66, 7
67, 66, 4
68, 66, 4
40, 67, 14
41, 67, 11
44, 67, 20
45, 67, 21
60, 67, 23
61, 67, 21
62, 67, 9
66, 67, 6
67, 67, 9
68, 67, 8
69, 67, 8
70, 67, 2
39, 68, 8
40, 68, 12
43, 68, 12
44, 68, 14
45, 68, 19
60, 68, 17
61, 68, 15
62, 68, 6
67, 68, 5
68, 68, 4
69, 68, 4
70, 68, 4
39, 69, 14
40, 69, 18
43, 69, 19
44, 69, 22
45, 69, 28
60, 69, 26
61, 69, 19
62, 69, 9
63, 69, 7
67, 69, 4
68, 69, 4
69, 69, 4
70, 69, 4
38, 70, 9
39, 70, 11
43, 70, 15
44, 70, 22
45, 70, 30
60, 70, 34
61, 70, 21
62, 70, 16
63, 70, 13
67, 70, 5
68, 70, 4
69, 70, 4
70, 70, 4
71, 70, 2
38, 71, 18
39, 71, 13
42, 71, 12
43, 71, 18
44, 71, 28
45, 71, 33
60, 71, 25
61, 71, 29
62, 71, 19
63, 71, 17
64, 71, 11
68, 71, 8
69, 71, 8
70, 71, 2
37, 72, 6
38, 72, 14
42, 72, 13
43, 72, 14
44, 72, 22
61, 72, 29
62, 72, 13
63, 72, 13
64, 72, 10
68, 72, 2
69, 72, 4
37, 73, 10
38, 73, 16
42, 73, 20
43, 73, 21
44, 73, 31
61, 73, 42
62, 73, 20
63, 73, 23
64, 73, 13
65, 73, 8
69, 73, 6
70, 73, 4
37, 74, 7
38, 74, 12
42, 74, 15
43, 74, 16
44, 74, 25
61, 74, 35
62, 74, 20
63, 74, 18
64, 74, 14
65, 74, 6
69, 74, 5
70, 74, 4
36, 75, 12
37, 75, 15
41, 75, 21
42, 75, 29
43, 75, 29
44, 75, 44
61, 75, 53
62, 75, 34
63, 75, 25
64, 75, 20
65, 75, 17
69, 75, 6
70, 75, 11
71, 75, 5
35, 75, 4
66, 75, 6
35, 76, 5
36, 76, 12
41, 76, 17
42, 76, 19
43, 76, 26
44, 76, 35
61, 76, 50
62, 76, 33
63, 76, 26
64, 76, 15
65, 76, 8
66, 76, 5
70, 76, 3
71, 76, 5
35, 77, 6
36, 77, 8
40, 77, 23
41, 77, 20
42, 77, 30
43, 77, 37
44, 77, 47
61, 77, 57
62, 77, 46
63, 77, 35
64, 77, 13
65, 77, 12
66, 77, 7
70, 77, 3
71, 77, 6
72, 77, 2
34, 78, 15
35, 78, 15
36, 78, 12
40, 78, 29
41, 78, 30
42, 78, 37
43, 78, 47
44, 78, 64
61, 78, 70
62, 78, 62
63, 78, 49
64, 78, 30
65, 78, 18
66, 78, 19
71, 78, 7
72, 78, 8
33, 78, 4
45, 78, 53
33, 79, 5
34, 79, 6
40, 79, 22
41, 79, 17
42, 79, 28
43, 79, 47
44, 79, 49
45, 79, 39
62, 79, 51
63, 79, 43
64, 79, 32
65, 79, 11
66, 79, 13
67, 79, 10
72, 79, 6
33, 80, 10
34, 80, 12
40, 80, 31
41, 80, 24
42, 80, 40
43, 80, 52
44, 80, 46
62, 80, 51
63, 80, 52
64, 80, 34
65, 80, 19
66, 80, 16
67, 80, 15
72, 80, 5
73, 80, 4
33, 81, 7
40, 81, 25
41, 81, 30
42, 81, 40
43, 81, 56
44, 81, 49
63, 81, 54
64, 81, 35
65, 81, 21
66, 81, 14
67, 81, 12
72, 81, 2
73, 81, 5
32, 82, 9
33, 82, 12
39, 82, 32
40, 82, 33
41, 82, 52
42, 82, 59
43, 82, 68
44, 82, 55
63, 82, 73
64, 82, 62
65, 82, 38
66, 82, 31
67, 82, 22
68, 82, 17
73, 82, 4
74, 82, 8
31, 82, 3
75, 82, 2
31, 83, 7
32, 83, 7
38, 83, 20
39, 83, 19
40, 83, 32
41, 83, 40
42, 83, 49
43, 83, 53
64, 83, 46
65, 83, 32
66, 83, 25
67, 83, 15
68, 83, 13
74, 83, 2
75, 83, 4
30, 84, 5
31, 84, 12
32, 84, 9
38, 84, 22
39, 84, 22
40, 84, 32
41, 84, 39
42, 84, 51
43, 84, 55
64, 84, 53
65, 84, 39
66, 84, 36
67, 84, 20
68, 84, 15
69, 84, 9
75, 84, 5
76, 84, 2
29, 85, 9
30, 85, 12
31, 85, 11
37, 85, 25
38, 85, 27
39, 85, 25
40, 85, 39
41, 85, 56
42, 85, 60
43, 85, 60
64, 85, 64
65, 85, 56
66, 85, 49
67, 85, 27
68, 85, 21
69, 85, 10
76, 85, 6
77, 85, 6
27, 85, 2
28, 85, 5
27, 86, 5
28, 86, 6
29, 86, 9
30, 86, 7
37, 86, 26
38, 86, 34
39, 86, 30
40, 86, 48
41, 86, 60
42, 86, 60
43, 86, 59
64, 86, 72
65, 86, 67
66, 86, 62
67, 86, 33
68, 86, 21
77, 86, 8
78, 86, 4
26, 87, 4
27, 87, 9
28, 87, 8
29, 87, 5
36, 87, 20
37, 87, 22
38, 87, 28
39, 87, 32
40, 87, 43
41, 87, 59
42, 87, 56
43, 87, 54
64, 87, 63
65, 87, 64
66, 87, 57
67, 87, 33
68, 87, 32
69, 87, 17
70, 87, 10
78, 87, 6
79, 87, 4
25, 88, 6
26, 88, 6
27, 88, 8
28, 88, 7
35, 88, 24
36, 88, 26
37, 88, 22
38, 88, 32
39, 88, 36
40, 88, 48
41, 88, 57
42, 88, 50
43, 88, 45
64, 88, 58
65, 88, 63
66, 88, 64
67, 88, 50
68, 88, 43
69, 88, 23
70, 88, 23
79, 88, 6
80, 88, 5
24, 89, 10
25, 89, 10
26, 89, 8
27, 89, 10
35, 89, 28
36, 89, 24
37, 89, 26
38, 89, 40
39, 89, 40
40, 89, 60
41, 89, 64
42, 89, 50
65, 89, 64
66, 89, 69
67, 89, 55
68, 89, 50
69, 89, 29
70, 89, 24
71, 89, 20
79, 89, 6
80, 89, 8
81, 89, 10
21, 89, 2
22, 89, 6
23, 89, 4
34, 89, 21
72, 89, 16
82, 89, 6
20, 90, 4
21, 90, 4
22, 90, 7
23, 90, 6
24, 90, 7
25, 90, 6
26, 90, 9
33, 90, 22
34, 90, 27
35, 90, 26
36, 90, 24
37, 90, 28
38, 90, 35
39, 90, 44
40, 90, 55
41, 90, 53
42, 90, 51
65, 90, 56
66, 90, 69
67, 90, 59
68, 90, 51
69, 90, 35
70, 90, 36
71, 90, 23
72, 90, 21
81, 90, 9
82, 90, 12
83, 90, 6
20, 91, 7
21, 91, 8
22, 91, 9
23, 91, 8
24, 91, 10
25, 91, 10
33, 91, 29
34, 91, 34
35, 91, 33
36, 91, 32
37, 91, 33
38, 91, 49
39, 91, 55
40, 91, 58
41, 91, 51
42, 91, 38
65, 91, 56
66, 91, 72
67, 91, 73
68, 91, 67
69, 91, 55
70, 91, 53
71, 91, 33
72, 91, 33
73, 91, 21
82, 91, 10
83, 91, 13
